age,job,marital,education,default,housing,loan,contact,campaign,poutcome,emp.var.rate,cons.conf.idx,euribor3m,nr.employed
37,,,,,,,,1,,-0.1,-42.0,4.191,5195.8
37,,,,,,,,3,,-2.9,-31.4,0.851,5076.2
36,,,,,,,,5,,1.4,-36.1,4.962,5228.1
56,,,,,,,,2,,-1.8,-46.2,1.264,5099.1
39,,,,,,,,1,,1.4,-36.1,4.968,5228.1
31,,,,,,,,2,,-1.8,-46.2,1.299,5099.1
42,,,,,,,,1,,1.4,-41.8,4.967,5228.1
50,,,,,,,,1,,1.4,-36.1,4.963,5228.1
30,,,,,,,,4,,-1.8,-46.2,1.291,5099.1
36,,,,,,,,1,,1.1,-36.4,4.859,5191.0
26,,,,,,,,1,,1.1,-36.4,4.857,5191.0
36,,,,,,,,1,,1.1,-36.4,4.857,5191.0
30,,,,,,,,1,,1.4,-36.1,4.965,5228.1
46,,,,,,,,2,,-0.1,-42.0,4.076,5195.8
47,,,,,,,,9,,1.4,-41.8,4.864,5228.1
47,,,,,,,,2,,1.1,-36.4,4.856,5191.0
29,,,,,,,,2,,-1.8,-46.2,1.327,5099.1
30,,,,,,,,1,,1.4,-41.8,4.961,5228.1
55,,,,,,,,2,,1.4,-41.8,4.959,5228.1
27,,,,,,,,1,,-1.1,-49.5,0.982,4963.6
33,,,,,,,,1,,-1.8,-47.1,1.405,5099.1
35,,,,,,,,5,,1.4,-36.1,4.965,5228.1
50,,,,,,,,1,,-0.1,-42.0,4.191,5195.8
50,,,,,,,,1,,1.4,-41.8,4.866,5228.1
29,,,,,,,,3,,1.4,-36.1,4.968,5228.1
44,,,,,,,,1,,-1.1,-37.5,0.88,4963.6
47,,,,,,,,3,,1.1,-36.4,4.855,5191.0
25,,,,,,,,2,,1.4,-42.7,4.957,5228.1
32,,,,,,,,2,,1.4,-41.8,4.967,5228.1
33,,,,,,,,1,,1.4,-36.1,4.966,5228.1
36,,,,,,,,1,,1.1,-36.4,4.859,5191.0
34,,,,,,,,2,,-1.8,-46.2,1.299,5099.1
39,,,,,,,,1,,1.1,-36.4,4.857,5191.0
61,,,,,,,,1,,-1.8,-46.2,1.264,5099.1
28,,,,,,,,1,,1.4,-41.8,4.959,5228.1
36,,,,,,,,1,,1.1,-36.4,4.857,5191.0
36,,,,,,,,4,,1.1,-36.4,4.857,5191.0
35,,,,,,,,4,,1.4,-41.8,4.967,5228.1
51,,,,,,,,1,,1.4,-42.7,4.962,5228.1
48,,,,,,,,3,,1.4,-36.1,4.967,5228.1
34,,,,,,,,1,,-3.4,-30.1,0.715,5017.5
38,,,,,,,,1,,1.4,-42.7,4.963,5228.1
44,,,,,,,,1,,-1.8,-46.2,1.313,5099.1
34,,,,,,,,1,,1.4,-36.1,4.965,5228.1
42,,,,,,,,2,,-1.8,-46.2,1.25,5099.1
34,,,,,,,,1,,1.4,-42.7,4.963,5228.1
26,,,,,,,,1,,1.4,-41.8,4.864,5228.1
33,,,,,,,,2,,-1.8,-47.1,1.405,5099.1
31,,,,,,,,9,,1.4,-36.1,4.963,5228.1
31,,,,,,,,1,,1.4,-36.1,4.966,5228.1
48,,,,,,,,3,,1.4,-36.1,4.965,5228.1
40,,,,,,,,1,,1.4,-42.7,4.96,5228.1
32,,,,,,,,10,,-1.8,-46.2,1.291,5099.1
34,,,,,,,,2,,-1.8,-50.0,1.52,5099.1
53,,,,,,,,3,,1.4,-42.7,4.961,5228.1
28,,,,,,,,1,,-1.8,-47.1,1.435,5099.1
46,,,,,,,,1,,1.4,-36.1,4.964,5228.1
30,,,,,,,,1,,1.1,-36.4,4.856,5191.0
41,,,,,,,,7,,1.1,-36.4,4.857,5191.0
35,,,,,,,,11,,1.4,-42.7,4.961,5228.1
31,,,,,,,,1,,-1.8,-46.2,1.334,5099.1
26,,,,,,,,1,,-3.4,-30.1,0.719,5017.5
27,,,,,,,,3,,-3.4,-26.9,0.72,5017.5
37,,,,,,,,1,,1.4,-41.8,4.959,5228.1
30,,,,,,,,2,,-1.8,-46.2,1.313,5099.1
43,,,,,,,,1,,1.1,-36.4,4.858,5191.0
32,,,,,,,,2,,-1.8,-46.2,1.299,5099.1
40,,,,,,,,2,,1.4,-41.8,4.865,5228.1
49,,,,,,,,3,,1.4,-42.7,4.962,5228.1
44,,,,,,,,3,,1.4,-42.7,4.961,5228.1
44,,,,,,,,2,,1.1,-36.4,4.855,5191.0
44,,,,,,,,17,,1.4,-36.1,4.964,5228.1
35,,,,,,,,1,,-1.8,-46.2,1.244,5099.1
43,,,,,,,,1,,-1.8,-46.2,1.25,5099.1
37,,,,,,,,1,,1.4,-42.7,4.957,5228.1
38,,,,,,,,1,,1.4,-36.1,4.965,5228.1
24,,,,,,,,2,,-1.8,-46.2,1.266,5099.1
34,,,,,,,,1,,1.1,-36.4,4.857,5191.0
57,,,,,,,,12,,1.1,-36.4,4.858,5191.0
38,,,,,,,,1,,-3.4,-30.1,0.714,5017.5
21,,,,,,,,1,,-1.1,-37.5,0.878,4963.6
50,,,,,,,,1,,1.4,-41.8,4.864,5228.1
33,,,,,,,,1,,1.4,-36.1,4.967,5228.1
43,,,,,,,,2,,-1.8,-47.1,1.365,5099.1
36,,,,,,,,6,,1.4,-42.7,4.96,5228.1
35,,,,,,,,1,,-0.1,-42.0,4.191,5195.8
33,,,,,,,,1,,-1.1,-50.8,1.031,4963.6
34,,,,,,,,1,,1.4,-42.7,4.963,5228.1
34,,,,,,,,2,,1.4,-42.7,4.959,5228.1
37,,,,,,,,1,,1.4,-36.1,4.966,5228.1
39,,,,,,,,2,,-1.8,-47.1,1.483,5099.1
47,,,,,,,,1,,1.4,-41.8,4.959,5228.1
34,,,,,,,,3,,-1.8,-46.2,1.266,5099.1
50,,,,,,,,4,,1.4,-36.1,4.965,5228.1
33,,,,,,,,3,,-1.8,-46.2,1.299,5099.1
39,,,,,,,,4,,1.1,-36.4,4.859,5191.0
40,,,,,,,,21,,1.4,-41.8,4.96,5228.1
35,,,,,,,,1,,1.1,-36.4,4.856,5191.0
34,,,,,,,,2,,1.1,-36.4,4.857,5191.0
36,,,,,,,,1,,1.4,-42.7,4.968,5228.1
51,,,,,,,,1,,1.4,-42.7,4.962,5228.1
43,,,,,,,,2,,1.4,-36.1,4.964,5228.1
45,,,,,,,,2,,1.1,-36.4,4.856,5191.0
41,,,,,,,,1,,1.4,-36.1,4.963,5228.1
33,,,,,,,,2,,1.4,-41.8,4.962,5228.1
48,,,,,,,,1,,1.1,-36.4,4.859,5191.0
31,,,,,,,,1,,1.4,-36.1,4.964,5228.1
36,,,,,,,,4,,1.1,-36.4,4.855,5191.0
24,,,,,,,,1,,-2.9,-31.4,0.849,5076.2
58,,,,,,,,1,,1.4,-41.8,4.947,5228.1
31,,,,,,,,2,,-1.8,-46.2,1.27,5099.1
56,,,,,,,,2,,-1.7,-40.3,0.87,4991.6
26,,,,,,,,2,,1.4,-42.7,4.961,5228.1
43,,,,,,,,7,,1.4,-36.1,4.967,5228.1
34,,,,,,,,4,,-1.8,-46.2,1.299,5099.1
47,,,,,,,,1,,1.4,-41.8,4.967,5228.1
35,,,,,,,,2,,1.1,-36.4,4.857,5191.0
84,,,,,,,,4,,-1.1,-49.5,1.0,4963.6
44,,,,,,,,2,,-0.1,-42.0,4.153,5195.8
36,,,,,,,,6,,-1.8,-34.8,0.655,5008.7
32,,,,,,,,2,,-1.8,-46.2,1.244,5099.1
48,,,,,,,,1,,1.4,-42.7,4.961,5228.1
37,,,,,,,,1,,-1.8,-46.2,1.281,5099.1
76,,,,,,,,3,,-1.7,-40.3,0.899,4991.6
32,,,,,,,,2,,-0.1,-42.0,4.021,5195.8
32,,,,,,,,1,,1.1,-36.4,4.859,5191.0
92,,,,,,,,1,,-1.8,-40.0,0.683,5008.7
58,,,,,,,,4,,1.4,-42.7,4.962,5228.1
47,,,,,,,,2,,1.1,-36.4,4.856,5191.0
25,,,,,,,,1,,-1.8,-46.2,1.266,5099.1
55,,,,,,,,3,,1.4,-42.7,4.962,5228.1
56,,,,,,,,3,,1.4,-42.7,4.962,5228.1
80,,,,,,,,2,,-1.8,-34.6,0.642,5008.7
44,,,,,,,,1,,1.1,-36.4,4.856,5191.0
48,,,,,,,,1,,-1.8,-47.1,1.365,5099.1
32,,,,,,,,3,,1.4,-42.7,4.963,5228.1
34,,,,,,,,19,,1.1,-36.4,4.859,5191.0
35,,,,,,,,2,,1.4,-41.8,4.962,5228.1
40,,,,,,,,18,,1.4,-41.8,4.959,5228.1
36,,,,,,,,1,,-1.8,-47.1,1.405,5099.1
31,,,,,,,,4,,1.4,-42.7,4.961,5228.1
28,,,,,,,,2,,1.1,-36.4,4.857,5191.0
29,,,,,,,,3,,-1.8,-47.1,1.466,5099.1
42,,,,,,,,2,,-1.8,-46.2,1.334,5099.1
28,,,,,,,,1,,-1.8,-47.1,1.41,5099.1
37,,,,,,,,3,,1.4,-42.7,4.962,5228.1
35,,,,,,,,1,,-1.8,-46.2,1.266,5099.1
43,,,,,,,,2,,-1.8,-47.1,1.405,5099.1
31,,,,,,,,1,,1.4,-42.7,4.962,5228.1
53,,,,,,,,2,,1.1,-36.4,4.857,5191.0
58,,,,,,,,1,,-1.8,-46.2,1.313,5099.1
35,,,,,,,,1,,1.4,-36.1,4.966,5228.1
51,,,,,,,,2,,1.4,-41.8,4.961,5228.1
47,,,,,,,,1,,1.1,-36.4,4.857,5191.0
58,,,,,,,,1,,1.4,-36.1,4.968,5228.1
28,,,,,,,,1,,1.4,-42.7,4.958,5228.1
25,,,,,,,,2,,-1.8,-46.2,1.266,5099.1
82,,,,,,,,3,,-1.1,-37.5,0.877,4963.6
44,,,,,,,,1,,-0.1,-42.0,4.12,5195.8
36,,,,,,,,3,,1.4,-41.8,4.967,5228.1
33,,,,,,,,1,,-1.8,-50.0,1.757,5099.1
43,,,,,,,,1,,-0.1,-42.0,4.021,5195.8
39,,,,,,,,5,,-1.8,-46.2,1.344,5099.1
36,,,,,,,,2,,1.4,-41.8,4.958,5228.1
37,,,,,,,,3,,-1.7,-39.8,0.702,4991.6
35,,,,,,,,2,,1.1,-36.4,4.857,5191.0
30,,,,,,,,2,,1.4,-36.1,4.963,5228.1
34,,,,,,,,10,,1.4,-36.1,4.962,5228.1
37,,,,,,,,3,,-1.8,-47.1,1.405,5099.1
31,,,,,,,,1,,1.4,-36.1,4.968,5228.1
39,,,,,,,,1,,-0.1,-42.0,4.245,5195.8
32,,,,,,,,2,,-1.8,-46.2,1.291,5099.1
26,,,,,,,,1,,-1.8,-50.0,1.65,5099.1
31,,,,,,,,1,,1.4,-42.7,4.963,5228.1
53,,,,,,,,3,,1.4,-42.7,4.963,5228.1
26,,,,,,,,1,,1.4,-42.7,4.957,5228.1
27,,,,,,,,4,,1.4,-36.1,4.963,5228.1
38,,,,,,,,2,,1.4,-42.7,4.955,5228.1
51,,,,,,,,1,,-1.8,-47.1,1.365,5099.1
32,,,,,,,,6,,-0.1,-42.0,4.076,5195.8
29,,,,,,,,9,,-1.8,-46.2,1.25,5099.1
40,,,,,,,,10,,1.4,-41.8,4.959,5228.1
32,,,,,,,,7,,-0.1,-42.0,4.076,5195.8
36,,,,,,,,1,,-1.8,-46.2,1.266,5099.1
40,,,,,,,,1,,-1.8,-47.1,1.405,5099.1
59,,,,,,,,2,,-2.9,-31.4,0.859,5076.2
50,,,,,,,,3,,1.1,-36.4,4.855,5191.0
49,,,,,,,,2,,-1.8,-46.2,1.281,5099.1
54,,,,,,,,2,,1.4,-42.7,4.962,5228.1
40,,,,,,,,1,,-1.8,-47.1,1.498,5099.1
36,,,,,,,,1,,-1.8,-46.2,1.344,5099.1
39,,,,,,,,1,,1.4,-42.7,4.963,5228.1
45,,,,,,,,3,,-2.9,-31.4,0.873,5076.2
32,,,,,,,,1,,-0.1,-42.0,4.153,5195.8
36,,,,,,,,1,,1.1,-36.4,4.856,5191.0
32,,,,,,,,1,,1.4,-36.1,4.968,5228.1
50,,,,,,,,1,,1.1,-36.4,4.856,5191.0
54,,,,,,,,4,,-1.7,-40.3,0.846,4991.6
38,,,,,,,,1,,1.4,-41.8,4.864,5228.1
41,,,,,,,,5,,1.4,-42.7,4.961,5228.1
32,,,,,,,,2,,1.4,-42.7,4.963,5228.1
36,,,,,,,,2,,1.4,-42.7,4.962,5228.1
31,,,,,,,,1,,-0.1,-42.0,4.153,5195.8
51,,,,,,,,4,,1.4,-42.7,4.962,5228.1
58,,,,,,,,21,,1.4,-36.1,4.964,5228.1
47,,,,,,,,1,,1.1,-36.4,4.856,5191.0
76,,,,,,,,1,,-1.7,-38.3,0.899,4991.6
53,,,,,,,,1,,1.1,-36.4,4.856,5191.0
47,,,,,,,,1,,1.4,-41.8,4.865,5228.1
62,,,,,,,,4,,-1.8,-47.1,1.406,5099.1
43,,,,,,,,1,,1.4,-41.8,4.959,5228.1
45,,,,,,,,1,,1.1,-36.4,4.858,5191.0
30,,,,,,,,3,,1.4,-42.7,4.961,5228.1
37,,,,,,,,2,,1.1,-36.4,4.857,5191.0
43,,,,,,,,3,,1.1,-36.4,4.859,5191.0
29,,,,,,,,2,,-1.8,-46.2,1.25,5099.1
50,,,,,,,,1,,1.1,-36.4,4.857,5191.0
58,,,,,,,,1,,-1.8,-46.2,1.354,5099.1
46,,,,,,,,3,,-1.8,-46.2,1.327,5099.1
24,,,,,,,,2,,-3.4,-30.1,0.722,5017.5
32,,,,,,,,5,,-1.8,-46.2,1.25,5099.1
32,,,,,,,,2,,-1.8,-46.2,1.299,5099.1
31,,,,,,,,1,,-1.8,-47.1,1.41,5099.1
32,,,,,,,,4,,1.1,-36.4,4.856,5191.0
25,,,,,,,,4,,1.1,-36.4,4.857,5191.0
71,,,,,,,,2,,-1.7,-40.3,0.899,4991.6
55,,,,,,,,2,,1.1,-36.4,4.856,5191.0
34,,,,,,,,2,,1.4,-36.1,4.97,5228.1
45,,,,,,,,2,,1.4,-36.1,4.963,5228.1
33,,,,,,,,1,,-1.1,-49.5,1.025,4963.6
31,,,,,,,,1,,-1.8,-47.1,1.365,5099.1
29,,,,,,,,2,,1.1,-36.4,4.857,5191.0
44,,,,,,,,2,,1.4,-42.7,4.961,5228.1
50,,,,,,,,2,,1.1,-36.4,4.857,5191.0
49,,,,,,,,2,,-1.8,-47.1,1.365,5099.1
45,,,,,,,,4,,1.4,-36.1,4.963,5228.1
44,,,,,,,,1,,1.4,-41.8,4.958,5228.1
56,,,,,,,,2,,-1.8,-47.1,1.41,5099.1
46,,,,,,,,6,,1.4,-36.1,4.962,5228.1
49,,,,,,,,11,,1.4,-42.7,4.962,5228.1
42,,,,,,,,2,,1.4,-36.1,4.963,5228.1
25,,,,,,,,1,,1.4,-42.7,4.962,5228.1
30,,,,,,,,1,,1.4,-42.7,4.962,5228.1
53,,,,,,,,1,,-1.8,-46.2,1.25,5099.1
35,,,,,,,,6,,-2.9,-40.8,1.26,5076.2
33,,,,,,,,4,,-1.8,-47.1,1.405,5099.1
29,,,,,,,,3,,-1.8,-46.2,1.244,5099.1
38,,,,,,,,5,,1.4,-42.7,4.96,5228.1
56,,,,,,,,15,,-2.9,-40.8,1.235,5076.2
30,,,,,,,,2,,-1.8,-46.2,1.25,5099.1
30,,,,,,,,3,,1.4,-42.7,4.962,5228.1
36,,,,,,,,4,,1.1,-36.4,4.856,5191.0
28,,,,,,,,1,,1.4,-42.7,4.962,5228.1
51,,,,,,,,3,,1.1,-36.4,4.859,5191.0
51,,,,,,,,3,,1.1,-36.4,4.857,5191.0
64,,,,,,,,1,,-3.0,-33.0,0.72,5023.5
50,,,,,,,,1,,-0.1,-42.0,4.191,5195.8
44,,,,,,,,8,,-0.1,-42.0,4.076,5195.8
24,,,,,,,,1,,1.1,-36.4,4.858,5191.0
29,,,,,,,,1,,-2.9,-31.4,0.881,5076.2
39,,,,,,,,1,,-1.8,-47.1,1.453,5099.1
39,,,,,,,,3,,-1.8,-50.0,1.687,5099.1
58,,,,,,,,1,,-2.9,-31.4,0.883,5076.2
43,,,,,,,,3,,1.4,-41.8,4.962,5228.1
55,,,,,,,,1,,1.4,-36.1,4.965,5228.1
33,,,,,,,,1,,1.4,-36.1,4.964,5228.1
47,,,,,,,,1,,1.1,-36.4,4.859,5191.0
31,,,,,,,,1,,1.4,-36.1,4.966,5228.1
35,,,,,,,,2,,1.4,-36.1,4.963,5228.1
41,,,,,,,,3,,1.4,-36.1,4.964,5228.1
39,,,,,,,,6,,1.1,-36.4,4.86,5191.0
49,,,,,,,,3,,1.4,-42.7,4.96,5228.1
30,,,,,,,,4,,1.4,-42.7,4.968,5228.1
26,,,,,,,,3,,-1.8,-46.2,1.266,5099.1
30,,,,,,,,2,,1.1,-36.4,4.856,5191.0
33,,,,,,,,4,,1.4,-42.7,4.96,5228.1
43,,,,,,,,1,,-1.8,-46.2,1.344,5099.1
50,,,,,,,,2,,-0.1,-42.0,4.021,5195.8
39,,,,,,,,1,,-1.8,-47.1,1.405,5099.1
42,,,,,,,,2,,1.1,-36.4,4.856,5191.0
55,,,,,,,,1,,-0.1,-42.0,4.153,5195.8
33,,,,,,,,1,,1.4,-36.1,4.963,5228.1
48,,,,,,,,2,,1.4,-42.7,4.962,5228.1
52,,,,,,,,1,,-1.8,-46.2,1.244,5099.1
49,,,,,,,,1,,-1.8,-40.0,0.699,5008.7
27,,,,,,,,3,,-1.8,-46.2,1.291,5099.1
37,,,,,,,,2,,-1.8,-47.1,1.405,5099.1
44,,,,,,,,2,,1.1,-36.4,4.857,5191.0
51,,,,,,,,3,,-1.8,-47.1,1.466,5099.1
36,,,,,,,,1,,-3.4,-26.9,0.742,5017.5
23,,,,,,,,1,,-1.8,-40.0,0.699,5008.7
51,,,,,,,,1,,1.4,-41.8,4.958,5228.1
27,,,,,,,,1,,1.1,-36.4,4.855,5191.0
36,,,,,,,,2,,1.1,-36.4,4.857,5191.0
30,,,,,,,,1,,-1.8,-46.2,1.281,5099.1
46,,,,,,,,5,,1.4,-36.1,4.963,5228.1
41,,,,,,,,1,,1.4,-42.7,4.959,5228.1
44,,,,,,,,1,,-1.8,-46.2,1.244,5099.1
34,,,,,,,,4,,1.4,-42.7,4.957,5228.1
29,,,,,,,,7,,1.4,-42.7,4.963,5228.1
49,,,,,,,,2,,-1.8,-47.1,1.479,5099.1
25,,,,,,,,4,,-1.8,-46.2,1.244,5099.1
44,,,,,,,,1,,1.4,-42.7,4.963,5228.1
23,,,,,,,,1,,-1.8,-46.2,1.299,5099.1
42,,,,,,,,1,,-1.8,-46.2,1.264,5099.1
54,,,,,,,,1,,1.1,-36.4,4.857,5191.0
41,,,,,,,,17,,1.4,-36.1,4.963,5228.1
28,,,,,,,,1,,-1.8,-46.2,1.313,5099.1
25,,,,,,,,1,,1.4,-42.7,4.963,5228.1
37,,,,,,,,5,,-1.8,-46.2,1.291,5099.1
26,,,,,,,,3,,1.4,-42.7,4.957,5228.1
25,,,,,,,,3,,-1.8,-46.2,1.266,5099.1
44,,,,,,,,2,,-0.1,-42.0,4.12,5195.8
34,,,,,,,,3,,1.4,-42.7,4.962,5228.1
44,,,,,,,,1,,-3.4,-26.9,0.74,5017.5
40,,,,,,,,1,,-1.1,-49.5,0.956,4963.6
32,,,,,,,,1,,-0.1,-42.0,4.191,5195.8
35,,,,,,,,1,,1.4,-41.8,4.958,5228.1
51,,,,,,,,4,,1.1,-36.4,4.859,5191.0
30,,,,,,,,2,,-0.1,-42.0,4.076,5195.8
36,,,,,,,,1,,-1.1,-50.8,1.046,4963.6
34,,,,,,,,2,,-3.4,-29.8,0.813,5017.5
39,,,,,,,,8,,1.4,-42.7,4.963,5228.1
31,,,,,,,,2,,1.1,-36.4,4.86,5191.0
36,,,,,,,,4,,1.4,-42.7,4.968,5228.1
24,,,,,,,,3,,-2.9,-31.4,0.829,5076.2
58,,,,,,,,2,,1.4,-36.1,4.965,5228.1
42,,,,,,,,2,,-1.8,-46.2,1.266,5099.1
47,,,,,,,,5,,1.4,-41.8,4.866,5228.1
45,,,,,,,,1,,1.4,-36.1,4.966,5228.1
45,,,,,,,,1,,1.1,-36.4,4.86,5191.0
43,,,,,,,,1,,1.4,-36.1,4.968,5228.1
30,,,,,,,,4,,1.1,-36.4,4.857,5191.0
33,,,,,,,,1,,1.4,-41.8,4.961,5228.1
22,,,,,,,,4,,1.4,-42.7,4.96,5228.1
55,,,,,,,,3,,-1.8,-47.1,1.405,5099.1
39,,,,,,,,8,,-1.8,-46.2,1.266,5099.1
41,,,,,,,,1,,1.4,-36.1,4.966,5228.1
26,,,,,,,,1,,-2.9,-40.8,1.262,5076.2
35,,,,,,,,2,,1.4,-42.7,4.961,5228.1
30,,,,,,,,6,,1.4,-41.8,4.947,5228.1
36,,,,,,,,1,,1.4,-41.8,4.864,5228.1
30,,,,,,,,2,,-1.8,-46.2,1.244,5099.1
25,,,,,,,,3,,-1.8,-46.2,1.313,5099.1
28,,,,,,,,3,,-1.8,-46.2,1.281,5099.1
48,,,,,,,,3,,1.4,-42.7,4.962,5228.1
46,,,,,,,,4,,-0.1,-42.0,4.021,5195.8
43,,,,,,,,1,,-1.8,-47.1,1.365,5099.1
47,,,,,,,,2,,1.4,-36.1,4.967,5228.1
53,,,,,,,,1,,1.4,-42.7,4.962,5228.1
41,,,,,,,,2,,1.1,-36.4,4.864,5191.0
32,,,,,,,,4,,1.4,-36.1,4.964,5228.1
39,,,,,,,,1,,-1.8,-46.2,1.313,5099.1
46,,,,,,,,5,,-1.8,-46.2,1.354,5099.1
26,,,,,,,,1,,1.4,-42.7,4.962,5228.1
29,,,,,,,,1,,-2.9,-40.8,1.26,5076.2
39,,,,,,,,1,,1.4,-41.8,4.864,5228.1
34,,,,,,,,3,,-1.7,-40.3,0.793,4991.6
39,,,,,,,,4,,1.4,-42.7,4.968,5228.1
33,,,,,,,,1,,-1.8,-46.2,1.299,5099.1
28,,,,,,,,2,,1.4,-42.7,4.957,5228.1
38,,,,,,,,2,,1.1,-36.4,4.857,5191.0
56,,,,,,,,2,,-1.8,-34.6,0.642,5008.7
50,,,,,,,,2,,1.4,-36.1,4.968,5228.1
35,,,,,,,,2,,1.4,-36.1,4.963,5228.1
45,,,,,,,,1,,-0.1,-42.0,4.191,5195.8
51,,,,,,,,2,,1.4,-41.8,4.967,5228.1
34,,,,,,,,2,,1.4,-41.8,4.961,5228.1
33,,,,,,,,1,,-1.8,-46.2,1.344,5099.1
60,,,,,,,,1,,1.1,-36.4,4.855,5191.0
33,,,,,,,,1,,-1.7,-39.8,0.742,4991.6
52,,,,,,,,2,,1.1,-36.4,4.857,5191.0
36,,,,,,,,1,,1.4,-36.1,4.964,5228.1
56,,,,,,,,1,,1.4,-36.1,4.963,5228.1
59,,,,,,,,2,,1.4,-41.8,4.866,5228.1
33,,,,,,,,2,,1.1,-36.4,4.864,5191.0
37,,,,,,,,1,,1.4,-36.1,4.962,5228.1
36,,,,,,,,1,,1.4,-42.7,4.96,5228.1
49,,,,,,,,2,,-0.1,-42.0,4.153,5195.8
26,,,,,,,,2,,-1.8,-46.2,1.327,5099.1
36,,,,,,,,1,,-2.9,-31.4,0.881,5076.2
25,,,,,,,,1,,-1.8,-34.6,0.645,5008.7
59,,,,,,,,1,,1.4,-42.7,4.968,5228.1
48,,,,,,,,2,,-1.8,-46.2,1.334,5099.1
53,,,,,,,,2,,-0.1,-42.0,4.021,5195.8
42,,,,,,,,1,,-1.8,-46.2,1.313,5099.1
26,,,,,,,,5,,1.4,-42.7,4.962,5228.1
47,,,,,,,,1,,1.1,-36.4,4.857,5191.0
33,,,,,,,,3,,1.1,-36.4,4.859,5191.0
29,,,,,,,,6,,-1.8,-46.2,1.244,5099.1
32,,,,,,,,6,,1.4,-42.7,4.968,5228.1
45,,,,,,,,2,,1.1,-36.4,4.858,5191.0
56,,,,,,,,3,,1.1,-36.4,4.86,5191.0
82,,,,,,,,2,,-1.8,-34.8,0.646,5008.7
54,,,,,,,,2,,1.4,-36.1,4.97,5228.1
36,,,,,,,,1,,1.1,-36.4,4.856,5191.0
30,,,,,,,,3,,-0.1,-42.0,4.12,5195.8
62,,,,,,,,1,,-3.4,-30.1,0.714,5017.5
26,,,,,,,,3,,-1.8,-46.2,1.25,5099.1
31,,,,,,,,1,,1.4,-42.7,4.963,5228.1
77,,,,,,,,2,,-3.4,-30.1,0.714,5017.5
36,,,,,,,,1,,-1.8,-46.2,1.334,5099.1
29,,,,,,,,5,,1.4,-36.1,4.965,5228.1
51,,,,,,,,11,,1.4,-42.7,4.962,5228.1
37,,,,,,,,2,,1.1,-36.4,4.86,5191.0
48,,,,,,,,2,,1.4,-36.1,4.965,5228.1
32,,,,,,,,2,,1.4,-42.7,4.962,5228.1
52,,,,,,,,4,,1.4,-42.7,4.962,5228.1
41,,,,,,,,2,,1.4,-36.1,4.966,5228.1
30,,,,,,,,1,,-0.1,-42.0,4.12,5195.8
26,,,,,,,,5,,-1.7,-39.8,0.767,4991.6
30,,,,,,,,1,,-3.4,-26.9,0.74,5017.5
28,,,,,,,,1,,1.1,-36.4,4.86,5191.0
54,,,,,,,,1,,1.4,-36.1,4.964,5228.1
29,,,,,,,,1,,-1.8,-50.0,1.663,5099.1
44,,,,,,,,1,,1.4,-36.1,4.968,5228.1
55,,,,,,,,1,,-1.8,-46.2,1.25,5099.1
38,,,,,,,,2,,1.1,-36.4,4.855,5191.0
45,,,,,,,,4,,-1.8,-47.1,1.415,5099.1
29,,,,,,,,4,,1.4,-36.1,4.963,5228.1
59,,,,,,,,2,,1.4,-42.7,4.962,5228.1
46,,,,,,,,3,,1.1,-36.4,4.859,5191.0
30,,,,,,,,1,,-1.8,-46.2,1.299,5099.1
36,,,,,,,,5,,1.4,-36.1,4.968,5228.1
49,,,,,,,,1,,1.4,-41.8,4.959,5228.1
27,,,,,,,,1,,-1.8,-46.2,1.344,5099.1
33,,,,,,,,2,,-1.8,-46.2,1.354,5099.1
26,,,,,,,,1,,-1.8,-47.1,1.423,5099.1
28,,,,,,,,6,,1.4,-42.7,4.968,5228.1
54,,,,,,,,3,,1.4,-36.1,4.964,5228.1
40,,,,,,,,1,,1.1,-36.4,4.859,5191.0
49,,,,,,,,1,,1.4,-36.1,4.97,5228.1
55,,,,,,,,3,,-0.1,-42.0,4.076,5195.8
75,,,,,,,,9,,-1.1,-37.5,0.883,4963.6
31,,,,,,,,12,,1.4,-41.8,4.866,5228.1
47,,,,,,,,1,,1.4,-36.1,4.963,5228.1
36,,,,,,,,2,,1.4,-42.7,4.961,5228.1
52,,,,,,,,1,,1.1,-36.4,4.856,5191.0
56,,,,,,,,2,,1.4,-41.8,4.96,5228.1
29,,,,,,,,3,,-2.9,-40.8,1.244,5076.2
35,,,,,,,,3,,1.4,-36.1,4.968,5228.1
52,,,,,,,,1,,1.1,-36.4,4.857,5191.0
28,,,,,,,,1,,1.4,-41.8,4.962,5228.1
42,,,,,,,,1,,-1.8,-46.2,1.291,5099.1
58,,,,,,,,1,,-1.1,-37.5,0.882,4963.6
59,,,,,,,,3,,-1.7,-40.3,0.885,4991.6
46,,,,,,,,2,,-1.8,-47.1,1.405,5099.1
44,,,,,,,,1,,1.4,-42.7,4.962,5228.1
24,,,,,,,,6,,-1.8,-47.1,1.435,5099.1
30,,,,,,,,2,,1.1,-36.4,4.86,5191.0
37,,,,,,,,3,,1.4,-42.7,4.96,5228.1
30,,,,,,,,1,,1.4,-41.8,4.961,5228.1
32,,,,,,,,8,,1.1,-36.4,4.857,5191.0
38,,,,,,,,2,,-1.1,-50.8,1.03,4963.6
43,,,,,,,,2,,1.1,-36.4,4.857,5191.0
30,,,,,,,,1,,1.1,-36.4,4.857,5191.0
46,,,,,,,,5,,1.4,-42.7,4.961,5228.1
25,,,,,,,,3,,1.4,-42.7,4.963,5228.1
